"id","orderid","productid","qty","unit_price","price"
70441097,8338,5,1,1250,1250
70441098,8338,1,1,1875,1875
70441099,8339,3,2,7500,15000
70441100,8339,4,1,5625,5625
70441101,8340,3,2,7500,15000
70441102,8340,2,2,9375,18750
70441103,8340,4,1,5625,5625
70441104,8340,1,1,1875,1875
70441105,8340,1,1,1875,1875
70441106,8341,3,1,7500,7500
70441107,8341,2,1,9375,9375
70441108,8341,4,2,5625,11250
70441109,8341,5,1,1250,1250
70441110,8342,3,2,7500,15000
70441111,8342,2,1,9375,9375
70441112,8343,2,1,9375,9375
70441113,8343,4,1,5625,5625
70441114,8343,5,1,1250,1250
70441115,8344,3,2,7500,15000
70441116,8344,4,3,5625,16875
70441117,8344,1,1,1875,1875
70441118,8345,4,3,5625,16875
70441119,8346,3,2,7500,15000
70441120,8346,2,2,9375,18750
70441121,8347,3,1,7500,7500
70441122,8347,2,1,9375,9375
70441123,8347,4,1,5625,5625
70441124,8347,5,1,1250,1250
70441125,8348,4,1,5625,5625
70441126,8349,2,2,9375,18750
70441127,8349,4,1,5625,5625
70441128,8349,1,1,1875,1875
70441129,8350,4,1,5625,5625
70441130,8351,2,1,9375,9375
70441131,8352,2,2,9375,18750
70441132,8352,4,1,5625,5625
70441133,8353,4,1,5625,5625
70441134,8354,3,3,7500,22500
70441135,8354,2,1,9375,9375
70441136,8354,4,4,5625,22500
70441137,8354,1,2,1875,3750
70441138,8354,1,2,1875,3750
70441139,8355,3,1,7500,7500
70441140,8355,2,2,9375,18750
70441141,8355,4,1,5625,5625
70441142,8356,3,1,7500,7500
70441143,8356,2,1,9375,9375
70441144,8356,4,1,5625,5625
70441145,8357,3,1,7500,7500
70441146,8357,4,3,5625,16875
70441147,8357,5,1,1250,1250
70441148,8358,2,2,9375,18750
70441149,8358,4,2,5625,11250
70441150,8359,2,1,9375,9375
70441151,8359,4,2,5625,11250
70441152,8359,1,1,1875,1875
70441153,8360,3,1,7500,7500
70441154,8360,4,3,5625,16875
70441155,8361,3,1,7500,7500
70441156,8362,3,3,7500,22500
70441157,8362,2,2,9375,18750
70441158,8362,4,1,5625,5625
70441159,8362,5,1,1250,1250
70441160,8363,3,3,7500,22500
70441161,8363,2,1,9375,9375
70441162,8363,4,2,5625,11250
70441163,8363,1,3,1875,5625
70441164,8364,3,3,7500,22500
70441165,8364,2,3,9375,28125
70441166,8364,1,1,1875,1875
70441167,8365,2,1,9375,9375
70441168,8365,4,1,5625,5625
70441169,8366,3,1,7500,7500
70441170,8366,2,1,9375,9375
70441171,8366,4,3,5625,16875
70441172,8366,5,2,1250,2500
70441173,8366,1,2,1875,3750
70441174,8367,3,2,7500,15000
70441175,8367,2,2,9375,18750
70441176,8368,4,1,5625,5625
70441177,8369,3,2,7500,15000
70441178,8369,2,1,9375,9375
70441179,8369,4,1,5625,5625
70441180,8369,5,1,1250,1250
70441181,8370,3,1,7500,7500
70441182,8370,2,3,9375,28125
70441183,8370,4,1,5625,5625
70441184,8370,1,1,1875,1875
70441185,8371,2,2,9375,18750
70441186,8371,4,1,5625,5625
70441187,8371,5,1,1250,1250
70441188,8371,1,1,1875,1875
70441189,8372,2,1,9375,9375
70441190,8373,3,2,7500,15000
70441191,8373,2,1,9375,9375
70441192,8373,4,2,5625,11250
70441193,8373,5,2,1250,2500
70441194,8373,1,2,1875,3750
70441195,8374,3,2,7500,15000
70441196,8374,2,2,9375,18750
70441197,8374,4,3,5625,16875
70441198,8374,5,1,1250,1250
70441199,8374,1,2,1875,3750
70441200,8374,1,1,1875,1875
70441201,8375,2,1,9375,9375
70441202,8375,4,3,5625,16875
70441203,8375,5,1,1250,1250
70441204,8375,1,2,1875,3750
70441205,8376,3,1,7500,7500
70441206,8377,2,3,9375,28125
70441207,8377,4,3,5625,16875
70441208,8378,3,1,7500,7500
70441209,8378,4,1,5625,5625
70441210,8378,1,1,1875,1875
70441211,8379,3,2,7500,15000
70441212,8379,2,1,9375,9375
70441213,8379,4,2,5625,11250
70441214,8379,5,1,1250,1250
70441215,8379,1,2,1875,3750
70441216,8380,3,1,7500,7500
70441217,8380,2,1,9375,9375
70441218,8380,4,2,5625,11250
70441219,8381,2,1,9375,9375
70441220,8382,2,1,9375,9375
70441221,8382,4,3,5625,16875
70441222,8382,5,2,1250,2500
70441223,8382,1,1,1875,1875
70441224,8383,4,1,5625,5625
70441225,8384,3,2,7500,15000
70441226,8384,2,1,9375,9375
70441227,8384,4,3,5625,16875
70441228,8384,5,1,1250,1250
70441229,8384,1,2,1875,3750
70441230,8384,1,1,1875,1875
70441231,8385,3,1,7500,7500
70441232,8385,2,1,9375,9375
70441233,8385,4,2,5625,11250
70441234,8385,1,1,1875,1875
70441235,8386,3,2,7500,15000
70441236,8386,2,1,9375,9375
70441237,8387,3,1,7500,7500
70441238,8387,2,2,9375,18750
70441239,8387,4,2,5625,11250
70441240,8388,3,1,7500,7500
70441241,8388,2,2,9375,18750
70441242,8388,4,1,5625,5625
70441243,8388,5,1,1250,1250
70441244,8389,3,2,7500,15000
70441245,8389,4,3,5625,16875
70441246,8389,5,1,1250,1250
70441247,8389,1,1,1875,1875
70441248,8390,2,1,9375,9375
70441249,8390,4,3,5625,16875
70441250,8391,4,1,5625,5625
70441251,8392,3,1,7500,7500
70441252,8392,2,2,9375,18750
70441253,8392,4,1,5625,5625
70441254,8392,5,1,1250,1250
70441255,8393,2,2,9375,18750
70441256,8393,4,3,5625,16875
70441257,8393,5,2,1250,2500
70441258,8393,1,3,1875,5625
70441259,8394,3,2,7500,15000
70441260,8394,2,3,9375,28125
70441261,8394,4,2,5625,11250
70441262,8394,1,1,1875,1875
70441263,8394,1,2,1875,3750
70441264,8395,3,1,7500,7500
70441265,8395,2,1,9375,9375
70441266,8395,4,1,5625,5625
70441267,8395,5,1,1250,1250
70441268,8396,3,2,7500,15000
70441269,8396,1,1,1875,1875
70441270,8397,4,1,5625,5625
70441271,8398,3,1,7500,7500
70441272,8398,4,2,5625,11250
70441273,8399,3,2,7500,15000
70441274,8399,4,1,5625,5625
70441275,8400,3,1,7500,7500
70441276,8400,2,2,9375,18750
70441277,8401,3,2,7500,15000
70441278,8401,2,2,9375,18750
70441279,8401,4,1,5625,5625
70441280,8401,5,1,1250,1250
70441281,8401,1,1,1875,1875
70441282,8402,3,3,7500,22500
70441283,8402,2,1,9375,9375
70441284,8402,4,1,5625,5625
70441285,8402,1,1,1875,1875
70441286,8403,3,1,7500,7500
70441287,8403,2,2,9375,18750
70441288,8404,3,1,7500,7500
70441289,8404,2,1,9375,9375
70441290,8405,3,2,7500,15000
70441291,8405,2,2,9375,18750
70441292,8405,4,1,5625,5625
70441293,8405,1,1,1875,1875
70441294,8405,1,1,1875,1875
70441295,8406,3,1,7500,7500
70441296,8406,2,1,9375,9375
70441297,8406,1,1,1875,1875
70441298,8407,2,2,9375,18750
70441299,8407,4,1,5625,5625
70441300,8407,1,1,1875,1875
70441301,8408,2,1,9375,9375
70441302,8408,4,1,5625,5625
70441303,8409,2,1,9375,9375
70441304,8410,3,1,7500,7500
70441305,8411,2,2,9375,18750
70441306,8411,4,2,5625,11250
70441307,8412,3,1,7500,7500
70441308,8412,2,1,9375,9375
70441309,8412,4,2,5625,11250
70441310,8412,1,1,1875,1875
70441311,8413,2,1,9375,9375
70441312,8413,4,1,5625,5625
70441313,8414,3,2,7500,15000
70441314,8414,4,3,5625,16875
70441315,8415,2,2,9375,18750
70441316,8415,4,2,5625,11250
70441317,8415,5,1,1250,1250
70441318,8415,1,1,1875,1875
70441319,8415,1,1,1875,1875
70441320,8416,3,3,7500,22500
70441321,8416,4,1,5625,5625
70441322,8416,5,1,1250,1250
70441323,8417,3,2,7500,15000
70441324,8417,2,3,9375,28125
70441325,8417,4,2,5625,11250
70441326,8417,1,2,1875,3750
70441327,8417,1,2,1875,3750
70441328,8418,3,1,7500,7500
70441329,8418,2,1,9375,9375
70441330,8419,4,1,5625,5625
70441331,8420,3,1,7500,7500
70441332,8420,2,3,9375,28125
70441333,8420,4,1,5625,5625
70441334,8420,1,3,1875,5625
70441335,8421,3,1,7500,7500
70441336,8421,2,2,9375,18750
70441337,8421,4,2,5625,11250
70441338,8421,5,2,1250,2500
70441339,8421,1,1,1875,1875
70441340,8422,3,2,7500,15000
70441341,8422,2,1,9375,9375
70441342,8422,1,1,1875,1875
70441343,8422,1,1,1875,1875
70441344,8423,2,1,9375,9375
70441345,8423,4,2,5625,11250
70441346,8424,3,1,7500,7500
70441347,8425,3,1,7500,7500
70441348,8426,4,1,5625,5625
70441349,8427,3,3,7500,22500
70441350,8427,5,1,1250,1250
70441351,8427,1,1,1875,1875
70441352,8428,3,2,7500,15000
70441353,8428,4,1,5625,5625
70441354,8428,5,2,1250,2500
70441355,8428,1,1,1875,1875
70441356,8429,3,1,7500,7500
70441357,8429,2,1,9375,9375
70441358,8429,4,1,5625,5625
70441359,8429,5,1,1250,1250
70441360,8430,3,2,7500,15000
70441361,8430,4,2,5625,11250
70441362,8431,3,1,7500,7500
70441363,8431,2,1,9375,9375
70441364,8431,4,2,5625,11250
70441365,8431,1,2,1875,3750
70441366,8431,1,1,1875,1875
70441367,8432,3,1,7500,7500
70441368,8432,2,3,9375,28125
70441369,8432,4,1,5625,5625
70441370,8433,2,1,9375,9375
70441371,8434,3,2,7500,15000
70441372,8434,2,1,9375,9375
70441373,8434,4,3,5625,16875
70441374,8434,5,1,1250,1250
70441375,8434,1,1,1875,1875
70441376,8435,3,1,7500,7500
70441377,8436,3,3,7500,22500
70441378,8436,2,3,9375,28125
70441379,8436,4,2,5625,11250
70441380,8437,3,2,7500,15000
70441381,8437,2,3,9375,28125
70441382,8437,4,2,5625,11250
70441383,8437,5,2,1250,2500
70441384,8437,1,2,1875,3750
70441385,8438,2,1,9375,9375
70441386,8438,4,1,5625,5625
70441387,8439,2,1,9375,9375
70441388,8439,4,2,5625,11250
70441389,8440,3,1,7500,7500
70441390,8440,4,1,5625,5625
70441391,8441,2,3,9375,28125
70441392,8441,1,1,1875,1875
70441393,8442,3,3,7500,22500
70441394,8442,2,2,9375,18750
70441395,8442,4,1,5625,5625
70441396,8443,3,1,7500,7500
70441397,8443,2,2,9375,18750
70441398,8443,4,2,5625,11250
70441399,8444,3,2,7500,15000
70441400,8444,2,3,9375,28125
70441401,8444,4,1,5625,5625
70441402,8444,5,2,1250,2500
70441403,8444,1,1,1875,1875
70441404,8444,1,1,1875,1875
70441405,8445,3,3,7500,22500
70441406,8445,4,1,5625,5625
70441407,8445,5,1,1250,1250
70441408,8445,1,1,1875,1875
70441409,8446,2,1,9375,9375
70441410,8447,2,2,9375,18750
70441411,8447,4,1,5625,5625
70441412,8448,3,1,7500,7500
70441413,8448,4,1,5625,5625
70441414,8449,2,1,9375,9375
70441415,8449,4,1,5625,5625
70441416,8450,2,1,9375,9375
70441417,8451,3,2,7500,15000
70441418,8451,4,1,5625,5625
70441419,8451,5,1,1250,1250
70441420,8452,3,2,7500,15000
70441421,8452,2,2,9375,18750
70441422,8452,4,2,5625,11250
70441423,8452,1,1,1875,1875
70441424,8452,1,2,1875,3750
70441425,8453,2,2,9375,18750
70441426,8453,4,3,5625,16875
70441427,8453,5,1,1250,1250
70441428,8453,1,1,1875,1875
70441429,8454,2,1,9375,9375
70441430,8455,3,1,7500,7500
70441431,8455,2,3,9375,28125
70441432,8455,4,2,5625,11250
70441433,8456,3,1,7500,7500
70441434,8457,2,1,9375,9375
70441435,8458,4,2,5625,11250
70441436,8458,5,1,1250,1250
70441437,8459,3,1,7500,7500
70441438,8459,2,1,9375,9375
70441439,8459,4,1,5625,5625
70441440,8460,3,3,7500,22500
70441441,8460,1,1,1875,1875
70441442,8461,3,1,7500,7500
70441443,8461,2,1,9375,9375
70441444,8461,4,3,5625,16875
70441445,8461,5,2,1250,2500
70441446,8461,1,1,1875,1875
70441447,8462,3,2,7500,15000
70441448,8462,4,3,5625,16875
70441449,8463,3,1,7500,7500
70441450,8464,3,2,7500,15000
70441451,8464,4,2,5625,11250
70441452,8465,3,1,7500,7500
70441453,8465,4,1,5625,5625
70441454,8466,3,3,7500,22500
70441455,8466,2,1,9375,9375
70441456,8466,4,1,5625,5625
70441457,8466,1,1,1875,1875
70441458,8466,1,1,1875,1875
70441459,8467,3,1,7500,7500
70441460,8468,2,3,9375,28125
70441461,8468,4,3,5625,16875
70441462,8468,1,2,1875,3750
70441463,8468,1,2,1875,3750
70441464,8469,2,1,9375,9375
70441465,8469,4,1,5625,5625
70441466,8469,1,1,1875,1875
70441467,8470,3,1,7500,7500
70441468,8470,2,1,9375,9375
70441469,8471,3,1,7500,7500
70441470,8471,2,1,9375,9375
70441471,8472,2,1,9375,9375
70441472,8473,3,1,7500,7500
70441473,8473,2,2,9375,18750
70441474,8473,4,1,5625,5625
70441475,8473,1,1,1875,1875
70441476,8474,3,3,7500,22500
70441477,8474,2,2,9375,18750
70441478,8474,4,3,5625,16875
70441479,8474,5,1,1250,1250
70441480,8474,1,2,1875,3750
70441481,8475,4,2,5625,11250
70441482,8476,3,1,7500,7500
70441483,8477,3,2,7500,15000
70441484,8478,4,2,5625,11250
70441485,8479,3,1,7500,7500
70441486,8479,2,2,9375,18750
70441487,8479,4,3,5625,16875
70441488,8479,5,1,1250,1250
70441489,8479,1,1,1875,1875
70441490,8480,3,2,7500,15000
70441491,8480,2,1,9375,9375
70441492,8480,5,1,1250,1250
70441493,8481,4,1,5625,5625
70441494,8482,3,1,7500,7500
70441495,8482,4,1,5625,5625
70441496,8482,1,1,1875,1875
70441497,8483,3,2,7500,15000
70441498,8484,4,1,5625,5625
70441499,8485,3,2,7500,15000
70441500,8485,4,1,5625,5625
70441501,8485,5,1,1250,1250
70441502,8486,3,1,7500,7500
70441503,8487,3,1,7500,7500
70441504,8487,2,1,9375,9375
70441505,8487,1,1,1875,1875
70441506,8488,3,2,7500,15000
70441507,8488,2,1,9375,9375
70441508,8489,2,1,9375,9375
70441509,8489,4,1,5625,5625
70441510,8490,3,1,7500,7500
70441511,8490,2,2,9375,18750
70441512,8490,4,1,5625,5625
70441513,8490,1,2,1875,3750
70441514,8491,3,1,7500,7500
70441515,8491,2,2,9375,18750
70441516,8491,1,1,1875,1875
70441517,8492,3,2,7500,15000
70441518,8492,2,2,9375,18750
70441519,8492,4,1,5625,5625
70441520,8492,1,1,1875,1875
70441521,8493,2,1,9375,9375
70441522,8493,4,1,5625,5625
70441523,8494,3,2,7500,15000
70441524,8494,2,2,9375,18750
70441525,8494,4,3,5625,16875
70441526,8495,3,2,7500,15000
70441527,8496,2,2,9375,18750
70441528,8496,5,1,1250,1250
70441529,8497,3,2,7500,15000
70441530,8497,2,1,9375,9375
70441531,8497,4,3,5625,16875
70441532,8497,1,1,1875,1875
70441533,8497,1,2,1875,3750
70441534,8498,2,1,9375,9375
70441535,8499,3,3,7500,22500
70441536,8499,2,2,9375,18750
70441537,8499,4,1,5625,5625
70441538,8499,1,1,1875,1875
70441539,8500,3,1,7500,7500
70441540,8500,4,1,5625,5625
70441541,8501,2,1,9375,9375
70441542,8502,3,1,7500,7500
70441543,8503,2,2,9375,18750
70441544,8504,3,3,7500,22500
70441545,8504,2,1,9375,9375
70441546,8504,4,3,5625,16875
70441547,8504,5,3,1250,3750
70441548,8504,1,1,1875,1875
70441549,8505,3,2,7500,15000
70441550,8505,1,1,1875,1875
70441551,8506,3,3,7500,22500
70441552,8506,2,1,9375,9375
70441553,8506,4,2,5625,11250
70441554,8506,5,1,1250,1250
70441555,8506,1,2,1875,3750
70441556,8506,1,1,1875,1875
70441557,8507,2,3,9375,28125
70441558,8507,4,1,5625,5625
70441559,8507,5,2,1250,2500
70441560,8508,3,2,7500,15000
70441561,8509,2,1,9375,9375
70441562,8510,2,2,9375,18750
70441563,8510,4,2,5625,11250
70441564,8510,5,1,1250,1250
70441565,8511,3,1,7500,7500
70441566,8511,2,2,9375,18750
70441567,8511,4,1,5625,5625
70441568,8511,1,2,1875,3750
70441569,8511,1,1,1875,1875
70441570,8512,3,2,7500,15000
70441571,8512,1,1,1875,1875
70441572,8513,2,1,9375,9375
70441573,8513,4,2,5625,11250
70441574,8513,1,1,1875,1875
70441575,8514,3,1,7500,7500
70441576,8514,2,2,9375,18750
70441577,8514,4,2,5625,11250
70441578,8514,5,1,1250,1250
70441579,8514,1,1,1875,1875
70441580,8515,2,2,9375,18750
70441581,8515,4,1,5625,5625
70441582,8515,1,1,1875,1875
70441583,8516,3,1,7500,7500
70441584,8516,4,2,5625,11250
70441585,8517,2,1,9375,9375
70441586,8517,4,1,5625,5625
70441587,8518,3,2,7500,15000
70441588,8518,4,1,5625,5625
70441589,8518,1,2,1875,3750
70441590,8519,4,1,5625,5625
70441591,8520,3,3,7500,22500
70441592,8520,2,2,9375,18750
70441593,8520,5,2,1250,2500
70441594,8520,1,1,1875,1875
70441595,8521,2,1,9375,9375
70441596,8522,2,1,9375,9375
70441597,8523,4,1,5625,5625
70441598,8524,3,1,7500,7500
70441599,8524,4,2,5625,11250
70441600,8525,3,3,7500,22500
70441601,8525,4,2,5625,11250
70441602,8525,5,1,1250,1250
70441603,8526,2,1,9375,9375
70441604,8527,3,2,7500,15000
70441605,8527,4,2,5625,11250
70441606,8527,5,2,1250,2500
70441607,8528,3,2,7500,15000
70441608,8528,2,1,9375,9375
70441609,8528,5,1,1250,1250
70441610,8529,2,2,9375,18750
70441611,8529,1,1,1875,1875
70441612,8530,3,3,7500,22500
70441613,8530,2,3,9375,28125
70441614,8530,4,1,5625,5625
70441615,8530,5,2,1250,2500
70441616,8530,1,1,1875,1875
70441617,8531,3,1,7500,7500
70441618,8531,2,1,9375,9375
70441619,8532,3,1,7500,7500
70441620,8532,2,2,9375,18750
70441621,8533,3,1,7500,7500
70441622,8533,2,1,9375,9375
70441623,8534,3,1,7500,7500
70441624,8534,2,1,9375,9375
70441625,8534,4,1,5625,5625
70441626,8534,1,1,1875,1875
70441627,8535,3,1,7500,7500
70441628,8535,2,2,9375,18750
70441629,8535,4,2,5625,11250
70441630,8535,1,1,1875,1875
70441631,8536,3,1,7500,7500
70441632,8536,2,1,9375,9375
70441633,8536,4,1,5625,5625
70441634,8536,1,1,1875,1875
70441635,8537,4,1,5625,5625
70441636,8538,3,2,7500,15000
70441637,8538,4,2,5625,11250
70441638,8539,4,1,5625,5625
70441639,8540,2,1,9375,9375
70441640,8541,3,2,7500,15000
70441641,8541,2,1,9375,9375
70441642,8541,4,2,5625,11250
70441643,8542,3,1,7500,7500
70441644,8542,2,2,9375,18750
70441645,8542,4,3,5625,16875
70441646,8543,3,3,7500,22500
70441647,8543,4,1,5625,5625
70441648,8543,1,1,1875,1875
70441649,8544,3,1,7500,7500
70441650,8544,4,2,5625,11250
70441651,8544,5,1,1250,1250
70441652,8545,3,1,7500,7500
70441653,8546,3,2,7500,15000
70441654,8546,2,2,9375,18750
70441655,8546,4,1,5625,5625
70441656,8546,5,3,1250,3750
70441657,8546,1,2,1875,3750
70441658,8547,4,2,5625,11250
70441659,8548,3,1,7500,7500
70441660,8548,2,2,9375,18750
70441661,8548,4,2,5625,11250
70441662,8548,5,2,1250,2500
70441663,8548,1,1,1875,1875
70441664,8549,2,1,9375,9375
70441665,8550,3,2,7500,15000
70441666,8550,2,1,9375,9375
70441667,8550,5,1,1250,1250
70441668,8550,1,1,1875,1875
70441669,8551,2,2,9375,18750
70441670,8551,4,1,5625,5625
70441671,8551,1,1,1875,1875
70441672,8552,2,2,9375,18750
70441673,8552,4,1,5625,5625
70441674,8552,5,1,1250,1250
70441675,8553,3,1,7500,7500
70441676,8554,3,2,7500,15000
70441677,8554,1,1,1875,1875
70441678,8555,3,1,7500,7500
70441679,8556,3,2,7500,15000
70441680,8556,2,1,9375,9375
70441681,8556,1,1,1875,1875
70441682,8556,1,1,1875,1875
70441683,8557,3,3,7500,22500
70441684,8557,4,1,5625,5625
70441685,8558,3,1,7500,7500
70441686,8558,2,3,9375,28125
70441687,8558,4,1,5625,5625
70441688,8558,1,1,1875,1875
70441689,8559,2,2,9375,18750
70441690,8559,4,3,5625,16875
70441691,8560,4,1,5625,5625
70441692,8561,4,1,5625,5625
70441693,8562,2,2,9375,18750
70441694,8562,4,1,5625,5625
70441695,8562,1,1,1875,1875
70441696,8562,1,1,1875,1875
70441697,8563,3,1,7500,7500
70441698,8563,2,1,9375,9375
70441699,8563,4,1,5625,5625
70441700,8564,3,1,7500,7500
70441701,8564,4,1,5625,5625
70441702,8565,3,1,7500,7500
70441703,8566,3,3,7500,22500
70441704,8566,2,1,9375,9375
70441705,8566,4,1,5625,5625
70441706,8566,5,1,1250,1250
70441707,8567,3,1,7500,7500
70441708,8567,2,2,9375,18750
70441709,8568,3,3,7500,22500
70441710,8568,2,2,9375,18750
70441711,8568,5,1,1250,1250
70441712,8569,2,2,9375,18750
70441713,8569,4,1,5625,5625
70441714,8570,2,3,9375,28125
70441715,8570,4,3,5625,16875
70441716,8570,1,1,1875,1875
70441717,8571,2,1,9375,9375
70441718,8572,3,2,7500,15000
70441719,8572,2,2,9375,18750
70441720,8572,4,1,5625,5625
70441721,8572,1,1,1875,1875
70441722,8573,3,3,7500,22500
70441723,8573,2,2,9375,18750
70441724,8573,4,2,5625,11250
70441725,8573,5,1,1250,1250
70441726,8573,1,2,1875,3750
70441727,8574,3,2,7500,15000
70441728,8574,2,1,9375,9375
70441729,8575,3,2,7500,15000
70441730,8575,4,1,5625,5625
70441731,8575,1,1,1875,1875
70441732,8576,3,1,7500,7500
70441733,8576,4,1,5625,5625
70441734,8577,3,3,7500,22500
70441735,8577,2,2,9375,18750
70441736,8577,4,1,5625,5625
70441737,8577,1,1,1875,1875
70441738,8577,1,1,1875,1875
70441739,8578,3,1,7500,7500
70441740,8578,2,3,9375,28125
70441741,8578,4,3,5625,16875
70441742,8578,5,2,1250,2500
70441743,8578,1,2,1875,3750
70441744,8578,1,1,1875,1875
70441745,8579,2,2,9375,18750
70441746,8579,4,2,5625,11250
70441747,8579,1,1,1875,1875
70441748,8580,2,1,9375,9375
70441749,8580,4,1,5625,5625
70441750,8581,3,2,7500,15000
70441751,8581,2,1,9375,9375
70441752,8581,4,2,5625,11250
70441753,8581,1,2,1875,3750
70441754,8581,1,1,1875,1875
70441755,8582,3,1,7500,7500
70441756,8582,2,1,9375,9375
70441757,8582,4,2,5625,11250
70441758,8582,1,1,1875,1875
70441759,8583,3,1,7500,7500
70441760,8584,3,1,7500,7500
70441761,8584,4,1,5625,5625
70441762,8585,3,2,7500,15000
70441763,8586,3,2,7500,15000
70441764,8586,2,2,9375,18750
70441765,8586,4,1,5625,5625
70441766,8586,1,2,1875,3750
70441767,8587,3,1,7500,7500
70441768,8587,2,2,9375,18750
70441769,8587,4,2,5625,11250
70441770,8588,3,1,7500,7500
70441771,8588,2,1,9375,9375
70441772,8588,4,3,5625,16875
70441773,8588,1,1,1875,1875
70441774,8589,3,1,7500,7500
70441775,8590,3,1,7500,7500
70441776,8590,4,1,5625,5625
70441777,8590,1,1,1875,1875
70441778,8591,3,1,7500,7500
70441779,8591,4,1,5625,5625
70441780,8592,4,3,5625,16875
70441781,8593,4,1,5625,5625
70441782,8594,2,1,9375,9375
70441783,8594,4,1,5625,5625
70441784,8595,3,1,7500,7500
70441785,8595,2,1,9375,9375
70441786,8596,3,1,7500,7500
70441787,8596,2,2,9375,18750
70441788,8596,4,1,5625,5625
70441789,8596,5,1,1250,1250
70441790,8596,1,2,1875,3750
70441791,8597,3,1,7500,7500
70441792,8597,2,1,9375,9375
70441793,8598,3,1,7500,7500
70441794,8599,3,1,7500,7500
70441795,8599,4,2,5625,11250
70441796,8600,3,1,7500,7500
70441797,8600,2,3,9375,28125
70441798,8600,4,3,5625,16875
70441799,8601,3,1,7500,7500
70441800,8601,2,2,9375,18750
70441801,8601,4,2,5625,11250
70441802,8601,1,1,1875,1875
70441803,8602,3,1,7500,7500
70441804,8602,4,1,5625,5625
70441805,8602,1,1,1875,1875
70441806,8603,2,1,9375,9375
70441807,8604,3,3,7500,22500
70441808,8604,4,1,5625,5625
70441809,8604,5,1,1250,1250
70441810,8604,1,1,1875,1875
70441811,8605,3,3,7500,22500
70441812,8605,4,2,5625,11250
70441813,8605,1,3,1875,5625
70441814,8606,3,3,7500,22500
70441815,8606,5,1,1250,1250
70441816,8606,1,1,1875,1875
70441817,8607,2,2,9375,18750
70441818,8607,1,1,1875,1875
70441819,8608,3,1,7500,7500
70441820,8608,2,1,9375,9375
70441821,8608,4,1,5625,5625
70441822,8608,5,1,1250,1250
70441823,8609,2,1,9375,9375
70441824,8610,3,1,7500,7500
70441825,8611,3,2,7500,15000
70441826,8611,2,2,9375,18750
70441827,8611,1,2,1875,3750
70441828,8612,4,1,5625,5625
70441829,8613,2,1,9375,9375
70441830,8614,3,2,7500,15000
70441831,8614,2,1,9375,9375
70441832,8615,3,1,7500,7500
70441833,8616,3,3,7500,22500
70441834,8616,2,1,9375,9375
70441835,8616,4,1,5625,5625
70441836,8616,5,1,1250,1250
70441837,8616,1,2,1875,3750
70441838,8617,2,2,9375,18750
70441839,8617,4,3,5625,16875
70441840,8617,1,2,1875,3750
70441841,8618,3,2,7500,15000
70441842,8618,2,1,9375,9375
70441843,8619,3,2,7500,15000
70441844,8619,2,1,9375,9375
70441845,8619,4,1,5625,5625
70441846,8620,2,2,9375,18750
70441847,8620,4,1,5625,5625
70441848,8621,3,2,7500,15000
70441849,8621,2,2,9375,18750
70441850,8621,4,2,5625,11250
70441851,8621,1,2,1875,3750
70441852,8621,1,2,1875,3750
70441853,8622,2,3,9375,28125
70441854,8622,4,1,5625,5625
70441855,8622,1,2,1875,3750
70441856,8623,3,3,7500,22500
70441857,8623,4,3,5625,16875
70441858,8623,1,1,1875,1875
70441859,8623,1,1,1875,1875
70441860,8624,3,1,7500,7500
70441861,8624,2,3,9375,28125
70441862,8624,4,2,5625,11250
70441863,8624,1,1,1875,1875
70441864,8625,4,2,5625,11250
70441865,8626,3,1,7500,7500
70441866,8627,3,1,7500,7500
70441867,8627,2,3,9375,28125
70441868,8627,4,1,5625,5625
70441869,8627,1,3,1875,5625
70441870,8628,2,2,9375,18750
70441871,8628,4,1,5625,5625
70441872,8629,3,1,7500,7500
70441873,8629,4,1,5625,5625
70441874,8629,1,1,1875,1875
70441875,8630,3,2,7500,15000
70441876,8630,2,2,9375,18750
70441877,8630,4,2,5625,11250
70441878,8630,1,1,1875,1875
70441879,8631,2,1,9375,9375
70441880,8631,4,1,5625,5625
70441881,8632,3,1,7500,7500
70441882,8632,2,2,9375,18750
70441883,8632,4,2,5625,11250
70441884,8632,1,2,1875,3750
70441885,8633,3,2,7500,15000
70441886,8633,2,2,9375,18750
70441887,8633,1,1,1875,1875
70441888,8634,3,1,7500,7500
70441889,8634,2,2,9375,18750
70441890,8634,4,1,5625,5625
70441891,8634,1,1,1875,1875
70441892,8635,3,1,7500,7500
70441893,8635,2,1,9375,9375
70441894,8636,3,2,7500,15000
70441895,8636,2,3,9375,28125
70441896,8636,4,3,5625,16875
70441897,8636,5,3,1250,3750
70441898,8637,3,1,7500,7500
70441899,8638,2,1,9375,9375
70441900,8638,4,1,5625,5625
70441901,8639,3,2,7500,15000
70441902,8639,2,2,9375,18750
70441903,8639,4,2,5625,11250
70441904,8639,5,1,1250,1250
70441905,8639,1,1,1875,1875
70441906,8639,1,2,1875,3750
70441907,8640,3,3,7500,22500
70441908,8640,2,3,9375,28125
70441909,8640,4,1,5625,5625
70441910,8640,5,1,1250,1250
70441911,8640,1,1,1875,1875
70441912,8641,2,1,9375,9375
70442129,8642,4,1,5625,5625
70442130,8643,3,1,7500,7500
70442131,8643,4,2,5625,11250
70442132,8643,5,1,1250,1250
70442133,8644,3,3,7500,22500
70442134,8644,2,2,9375,18750
